theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|1|1|1|8,num_1|1|1|1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|1|1|1|2|2|5,num_1|1|1|1|1|1|1|1|2|3|4,num_1|1|1|1|1|1|1|1|2|7,num_1|1|1|1|1|1|1|1|3|3|3,num_1|1|1|1|1|1|1|1|3|6,num_1|1|1|1|1|1|1|1|4|5,num_1|1|1|1|1|1|1|1|9,num_1|1|1|1|1|1|1|2|2|2|2|2,num_1|1|1|1|1|1|1|2|2|2|4,num_1|1|1|1|1|1|1|2|2|3|3,num_1|1|1|1|1|1|1|2|2|6,num_1|1|1|1|1|1|1|2|3|5,num_1|1|1|1|1|1|1|2|4|4,num_1|1|1|1|1|1|1|2|8,num_1|1|1|1|1|1|1|3|3|4,num_1|1|1|1|1|1|1|3|7,num_1|1|1|1|1|1|1|4|6,num_1|1|1|1|1|1|1|5|5,num_1|1|1|1|1|1|1|10,num_1|1|1|1|1|1|2|2|2|2|3,num_1|1|1|1|1|1|2|2|2|5,num_1|1|1|1|1|1|2|2|3|4,num_1|1|1|1|1|1|2|2|7,num_1|1|1|1|1|1|2|3|3|3,num_1|1|1|1|1|1|2|3|6,num_1|1|1|1|1|1|2|4|5,num_1|1|1|1|1|1|2|9,num_1|1|1|1|1|1|3|3|5,num_1|1|1|1|1|1|3|4|4,num_1|1|1|1|1|1|3|8,num_1|1|1|1|1|1|4|7,num_1|1|1|1|1|1|5|6,num_1|1|1|1|1|1|11,num_1|1|1|1|1|2|2|2|2|2|2,num_1|1|1|1|1|2|2|2|2|4,num_1|1|1|1|1|2|2|2|3|3,num_1|1|1|1|1|2|2|2|6,num_1|1|1|1|1|2|2|3|5,num_1|1|1|1|1|2|2|4|4,num_1|1|1|1|1|2|2|8,num_1|1|1|1|1|2|3|3|4,num_1|1|1|1|1|2|3|7,num_1|1|1|1|1|2|4|6,num_1|1|1|1|1|2|5|5,num_1|1|1|1|1|2|10,num_1|1|1|1|1|3|3|3|3,num_1|1|1|1|1|3|3|6,num_1|1|1|1|1|3|4|5,num_1|1|1|1|1|3|9,num_1|1|1|1|1|4|4|4,num_1|1|1|1|1|4|8,num_1|1|1|1|1|5|7,num_1|1|1|1|1|6|6,num_1|1|1|1|1|12,num_1|1|1|1|2|2|2|2|2|3,num_1|1|1|1|2|2|2|2|5,num_1|1|1|1|2|2|2|3|4,num_1|1|1|1|2|2|2|7,num_1|1|1|1|2|2|3|3|3,num_1|1|1|1|2|2|3|6,num_1|1|1|1|2|2|4|5,num_1|1|1|1|2|2|9,num_1|1|1|1|2|3|3|5,num_1|1|1|1|2|3|4|4,num_1|1|1|1|2|3|8,num_1|1|1|1|2|4|7,num_1|1|1|1|2|5|6,num_1|1|1|1|2|11,num_1|1|1|1|3|3|3|4,num_1|1|1|1|3|3|7,num_1|1|1|1|3|4|6,num_1|1|1|1|3|5|5,num_1|1|1|1|3|10,num_1|1|1|1|4|4|5,num_1|1|1|1|4|9,num_1|1|1|1|5|8,num_1|1|1|1|6|7,num_1|1|1|1|13,num_1|1|1|2|2|2|2|2|2|2,num_1|1|1|2|2|2|2|2|4,num_1|1|1|2|2|2|2|3|3,num_1|1|1|2|2|2|2|6,num_1|1|1|2|2|2|3|5,num_1|1|1|2|2|2|4|4,num_1|1|1|2|2|2|8,num_1|1|1|2|2|3|3|4,num_1|1|1|2|2|3|7,num_1|1|1|2|2|4|6,num_1|1|1|2|2|5|5,num_1|1|1|2|2|10,num_1|1|1|2|3|3|3|3,num_1|1|1|2|3|3|6,num_1|1|1|2|3|4|5,num_1|1|1|2|3|9,num_1|1|1|2|4|4|4,num_1|1|1|2|4|8,num_1|1|1|2|5|7,num_1|1|1|2|6|6,num_1|1|1|2|12,num_1|1|1|3|3|3|5,num_1|1|1|3|3|4|4,num_1|1|1|3|3|8,num_1|1|1|3|4|7,num_1|1|1|3|5|6,num_1|1|1|3|11,num_1|1|1|4|4|6,num_1|1|1|4|5|5,num_1|1|1|4|10,num_1|1|1|5|9,num_1|1|1|6|8,num_1|1|1|7|7,num_1|1|1|14,num_1|1|2|2|2|2|2|2|3,num_1|1|2|2|2|2|2|5,num_1|1|2|2|2|2|3|4,num_1|1|2|2|2|2|7,num_1|1|2|2|2|3|3|3,num_1|1|2|2|2|3|6,num_1|1|2|2|2|4|5,num_1|1|2|2|2|9,num_1|1|2|2|3|3|5,num_1|1|2|2|3|4|4,num_1|1|2|2|3|8,num_1|1|2|2|4|7,num_1|1|2|2|5|6,num_1|1|2|2|11,num_1|1|2|3|3|3|4,num_1|1|2|3|3|7,num_1|1|2|3|4|6,num_1|1|2|3|5|5,num_1|1|2|3|10,num_1|1|2|4|4|5,num_1|1|2|4|9,num_1|1|2|5|8,num_1|1|2|6|7,num_1|1|2|13,num_1|1|3|3|3|3|3,num_1|1|3|3|3|6,num_1|1|3|3|4|5,num_1|1|3|3|9,num_1|1|3|4|4|4,num_1|1|3|4|8,num_1|1|3|5|7,num_1|1|3|6|6,num_1|1|3|12,num_1|1|4|4|7,num_1|1|4|5|6,num_1|1|4|11,num_1|1|5|5|5,num_1|1|5|10,num_1|1|6|9,num_1|1|7|8,num_1|1|15,num_1|2|2|2|2|2|2|2|2,num_1|2|2|2|2|2|2|4,num_1|2|2|2|2|2|3|3,num_1|2|2|2|2|2|6,num_1|2|2|2|2|3|5,num_1|2|2|2|2|4|4,num_1|2|2|2|2|8,num_1|2|2|2|3|3|4,num_1|2|2|2|3|7,num_1|2|2|2|4|6,num_1|2|2|2|5|5,num_1|2|2|2|10,num_1|2|2|3|3|3|3,num_1|2|2|3|3|6,num_1|2|2|3|4|5,num_1|2|2|3|9,num_1|2|2|4|4|4,num_1|2|2|4|8,num_1|2|2|5|7,num_1|2|2|6|6,num_1|2|2|12,num_1|2|3|3|3|5,num_1|2|3|3|4|4,num_1|2|3|3|8,num_1|2|3|4|7,num_1|2|3|5|6,num_1|2|3|11,num_1|2|4|4|6,num_1|2|4|5|5,num_1|2|4|10,num_1|2|5|9,num_1|2|6|8,num_1|2|7|7,num_1|2|14,num_1|3|3|3|3|4,num_1|3|3|3|7,num_1|3|3|4|6,num_1|3|3|5|5,num_1|3|3|10,num_1|3|4|4|5,num_1|3|4|9,num_1|3|5|8,num_1|3|6|7,num_1|3|13,num_1|4|4|4|4,num_1|4|4|8,num_1|4|5|7,num_1|4|6|6,num_1|4|12,num_1|5|5|6,num_1|5|11,num_1|6|10,num_1|7|9,num_1|8|8,num_1|16,num_2|2|2|2|2|2|2|3,num_2|2|2|2|2|2|5,num_2|2|2|2|2|3|4,num_2|2|2|2|2|7,num_2|2|2|2|3|3|3,num_2|2|2|2|3|6,num_2|2|2|2|4|5,num_2|2|2|2|9,num_2|2|2|3|3|5,num_2|2|2|3|4|4,num_2|2|2|3|8,num_2|2|2|4|7,num_2|2|2|5|6,num_2|2|2|11,num_2|2|3|3|3|4,num_2|2|3|3|7,num_2|2|3|4|6,num_2|2|3|5|5,num_2|2|3|10,num_2|2|4|4|5,num_2|2|4|9,num_2|2|5|8,num_2|2|6|7,num_2|2|13,num_2|3|3|3|3|3,num_2|3|3|3|6,num_2|3|3|4|5,num_2|3|3|9,num_2|3|4|4|4,num_2|3|4|8,num_2|3|5|7,num_2|3|6|6,num_2|3|12,num_2|4|4|7,num_2|4|5|6,num_2|4|11,num_2|5|5|5,num_2|5|10,num_2|6|9,num_2|7|8,num_2|15,num_3|3|3|3|5,num_3|3|3|4|4,num_3|3|3|8,num_3|3|4|7,num_3|3|5|6,num_3|3|11,num_3|4|4|6,num_3|4|5|5,num_3|4|10,num_3|5|9,num_3|6|8,num_3|7|7,num_3|14,num_4|4|4|5,num_4|4|9,num_4|5|8,num_4|6|7,num_4|13,num_5|5|7,num_5|6|6,num_5|12,num_6|11,num_7|10,num_8|9,num_17
11,6,12376,0,0,0,0,0,0,0,0,0,0,462,0,210,210,1764,0,84,84,1134,1008,1008,3528,28,644,574,2842,504,2576,2520,4704,7,315,280,2086,1855,1820,4508,1645,4312,4221,4200,4410,126,1365,1190,4032,1050,3766,3675,4914,3500,3430,4998,4977,4956,2772,42,770,665,3311,3010,2940,5208,2730,5187,5131,5110,3570,2520,5131,5075,3864,5040,3948,3962,3962,924,357,2436,2149,5187,1932,5040,4956,4452,4865,4802,4746,4816,4823,1386,4683,5026,5089,5096,1596,5152,1680,1708,1715,0,147,1547,1344,4767,4494,4410,5334,4221,5586,5628,5628,2058,4011,5810,5845,2352,5880,2464,2499,2506,0,6006,6034,2674,2793,2828,0,2912,2940,0,0,0,0,0,812,3927,3570,6062,3297,6209,6209,3024,6314,6314,3430,3577,3619,0,6384,3871,4025,4060,0,4172,0,0,0,0,6426,4347,4501,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,392,2772,2457,6384,6342,6300,4396,6258,4949,5138,5180,0,6174,5544,5733,0,5880,0,0,0,0,6174,6328,0,0,0,0,0,0,0,0,0,0,0,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,5922,5607,6321,5334,7063,7294,0,7847,8036,0,0,0,0,8631,0,0,0,0,0,0,0,0,0,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,12376,0,0,0,0,0,0,924,0,462,462,2772,210,1974,1764,4410,84,1260,1134,3906,3612,3528,4704,714,3192,2898,4900,2688,4816,4732,3528,385,2373,2156,4816,4627,4550,4214,4445,4410,4431,4424,1764,1595,4417,4159,4830,3978,4956,4948,2394,5053,5052,2660,2751,2773,462,1050,3734,3501,5271,5297,5272,3164,5306,3465,3557,3574,714,5316,3767,3854,840,3924,896,917,922,0,2900,5422,5340,4053,5283,4369,4452,1092,4676,4742,1274,1351,1377,0,4962,1477,1559,1580,0,1636,0,0,0,0,2205,5195,5056,4999,5295,5352,1652,5565,1911,2014,2040,0,5769,2196,2299,0,2376,0,0,0,0,2502,2584,0,0,0,0,0,0,0,0,0,0,0,4605,5879,6103,2471,6270,2833,2962,0,3221,3324,0,0,0,0,3609,0,0,0,0,0,0,0,0,0,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,6492,6587,3652,4143,4272,0,4634,0,0,0,0,5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6580,5324,5944,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,12376,0,0,0,0,1716,924,3960,462,3102,2772,4950,2184,4800,4530,4200,1512,4320,4074,4740,4800,4776,2520,3626,5080,5048,3220,5040,3480,3548,1008,3010,5146,5068,3970,4212,4258,1442,4432,1652,1738,1760,210,4940,4701,4895,2016,5043,2277,2371,336,2546,2618,406,441,455,0,4620,5320,5434,2746,3052,3132,532,3344,637,686,700,0,3564,756,805,0,840,0,0,0,0,5730,3628,3951,833,4194,987,1050,0,1155,1204,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,5880,4616,4876,1288,1505,1568,0,1722,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5584,1960,2240,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,2912,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,12376,0,0,3003,1716,5148,4455,4950,3762,5280,5280,3300,5355,4050,4305,1575,5256,4776,4950,2160,2439,2520,504,5381,2878,3173,763,3387,909,974,84,5750,3699,3935,1133,1325,1384,140,1511,175,194,200,0,4530,1641,1867,231,2034,285,310,0,345,364,0,0,0,0,5160,2296,2497,376,455,480,0,534,0,0,0,0,594,0,0,0,0,0,0,0,0,3048,600,704,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,928,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,12376,0,5005,6006,6578,4290,5335,2200,6105,3025,3300,825,3920,1235,1440,210,4636,1772,1951,340,418,444,28,2391,534,631,49,702,63,70,0,2920,804,894,84,105,112,0,126,0,0,0,0,1136,140,168,0,189,0,0,0,0,0,0,0,0,0,1440,224,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,12376,12376,7371,3367,4082,1222,1662,342,2047,507,562,67,707,107,127,7,888,164,183,12,15,16,0,236,20,24,0,27,0,0,0,304,32,36,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,13,0,0,1,0,0,0,6188
12,2,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,0,13,13,13,312,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,126,0,0,0,0,0,94,0,0,91,91,91,91,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,14,0,13,13,13,598,0,0,0,2,0,1,1,1,478,0,0,457,0,455,455,455,2730,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,1,192,0,0,0,0,0,105,0,0,92,91,91,91,2093,0,0,0,0,26,0,14,13,13,1885,0,2,1,1,1831,0,1821,1820,1820,1820,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,15,0,13,13,13,884,0,0,0,2,0,1,1,1,544,0,0,468,0,456,455,455,5733,0,0,0,0,0,182,0,0,104,92,91,91,6097,0,26,14,13,6175,2,1,6187,6188,6188,6188,0
12,3,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0,6,6,6,165,0,0,0,0,0,0,1,0,1,1,1,70,0,1,1,60,1,60,60,60,660,0,0,0,0,0,0,0,21,0,0,17,17,17,374,0,13,13,13,318,13,312,312,312,1716,0,0,0,0,0,0,3,0,2,2,2,164,0,1,1,129,1,126,126,126,1254,0,0,97,94,94,1122,91,91,1095,1092,1092,1092,3003,0,0,0,0,0,0,0,45,0,0,29,28,28,748,0,15,14,14,622,13,600,598,598,2860,0,3,2,501,1,480,478,478,2772,459,457,2739,455,2731,2730,2730,3003,0,0,0,0,0,0,6,0,3,3,3,303,0,1,1,207,1,193,192,192,2343,0,0,119,106,105,2156,93,92,2104,2094,2093,2093,4004,0,39,27,26,1950,15,1896,1886,1885,4290,4,1842,1832,1831,4356,1822,4367,4368,4368,4368,0,0,0,0,0,0,0,0,78,0,0,42,39,39,1287,0,17,15,15,971,13,897,885,884,5291,0,3,2,633,1,557,545,544,5643,481,469,5720,458,5732,5733,5733,0,0,0,273,195,183,6006,117,106,6084,6096,6097,6097,0,40,6162,6174,6175,0,6186,6187,0,0,0,0,0
12,4,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,21,0,21,21,21,350,0,0,0,6,0,6,6,185,6,6,165,165,165,1100,0,0,0,1,1,1,80,1,70,70,70,750,1,60,60,670,60,660,660,660,2200,0,0,0,25,0,21,21,440,17,17,380,374,374,1870,13,324,318,318,1750,312,1720,1716,1716,2860,0,0,0,4,3,3,205,2,167,164,164,1420,1,132,129,1285,126,1257,1254,1254,3025,100,97,1152,1125,1122,3025,1098,1095,3010,3004,3003,3003,2002,0,0,0,64,0,46,45,905,30,29,773,750,748,2970,16,646,624,622,2900,602,2869,2861,2860,2717,5,524,503,2814,484,2781,2773,2772,2937,2748,2740,2992,2733,3002,3003,3003,0,0,0,0,10,6,6,424,3,319,304,303,2570,1,222,208,2404,195,2354,2344,2343,3652,133,121,2219,2167,2157,3927,2115,2106,3992,4003,4004,4004,0,53,2015,1961,1952,4212,1908,4278,4289,4290,0,1864,4344,4355,4356,0,4366,0,0,0,0,0,0,0,0,130,0,82,78,1664,45,42,1372,1300,1288,4862,19,1058,984,973,5202,911,5278,5290,5291,0,5,722,647,5553,583,5630,5642,5643,0,5707,5719,0,5730,0,0,0,0,365,299,5915,5993,6005,0,6071,6082,0,0,0,0,0,6148,0,0,0,0,0,0,0,0,0,0,0
12,5,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,56,0,56,56,630,0,0,0,21,21,21,385,21,350,350,350,1575,0,6,6,205,6,185,185,1215,165,165,1115,1100,1100,2475,0,1,1,90,80,80,845,70,760,750,750,2325,60,680,670,2235,660,2205,2200,2200,2475,0,29,25,510,21,446,440,2025,386,380,1905,1874,1870,2805,330,1784,1754,1750,2865,1724,2865,2861,2860,1287,0,5,4,249,208,205,1590,170,1452,1423,1420,3030,138,1316,1288,3045,1263,3032,3026,3025,1782,1182,1158,3047,3032,3026,1947,3017,3012,1992,2001,2002,2002,0,0,85,65,1069,48,931,907,3060,798,777,3008,2979,2971,2442,672,2940,2909,2902,2652,2879,2706,2716,2717,0,570,2856,2824,2871,2799,2926,2936,2937,0,2981,2991,0,3000,0,0,0,0,0,15,10,555,441,426,2774,336,2629,2581,2572,3312,252,2465,2416,3576,2376,3640,3651,3652,0,2283,2241,3850,3915,3926,0,3980,3990,0,0,0,0,0,2091,4134,4200,4210,0,4265,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,195,135,2015,90,1747,1678,4446,1458,1398,4774,4849,4861,0,1158,5113,5189,5200,0,5264,0,0,0,0,900,5463,5539,0,5604,0,0,0,0,0,0,0,0,0,0,0,0,5823,5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,126,126,126,1008,0,56,56,686,56,630,630,2016,0,21,21,420,385,385,1708,350,1596,1575,1575,2520,6,225,205,1336,185,1230,1215,2556,1130,1115,2508,2481,2475,1980,1,100,90,945,855,845,2448,770,2361,2330,2325,2370,700,2270,2240,2466,2215,2478,2476,2475,792,33,584,516,2181,458,2061,2029,2736,1940,1913,2808,2810,2806,1122,1822,2870,2870,2867,1242,2871,1278,1286,1287,0,7,296,255,1764,1623,1596,3018,1487,3048,3037,3032,1572,1378,3065,3053,1728,3046,1772,1781,1782,0,3070,3061,1892,1937,1946,0,1982,1990,0,0,0,0,0,109,1240,1098,3130,983,3096,3070,2178,3047,3026,2378,2431,2441,0,2989,2587,2641,2650,0,2694,0,0,0,0,2940,2805,2859,0,2904,0,0,0,0,0,0,0,0,0,0,0,0,28,697,591,2955,2832,2796,2984,2699,3237,3300,3310,0,2587,3500,3563,0,3616,0,0,0,0,3772,3826,0,0,0,0,0,0,0,0,0,0,0,4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,2341,2109,4043,1913,4359,4432,0,4685,4748,0,0,0,0,5011,0,0,0,0,0,0,0,0,0,5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,6188,0,0,0,0,0,0,0,0,0,0,462,0,252,252,1470,0,126,126,1092,1008,1008,2352,56,742,686,2156,630,2044,2016,2352,21,455,420,1848,1729,1708,2548,1617,2548,2527,2520,1470,245,1463,1351,2632,1260,2590,2562,1848,2541,2520,1960,1981,1981,462,120,1050,965,2569,2485,2458,2254,2402,2359,2373,2372,672,2340,2457,2470,756,2484,784,791,792,0,668,2338,2222,2653,2133,2737,2742,966,2812,2818,1078,1113,1121,0,2880,1197,1233,1240,0,1268,0,0,0,0,399,1945,1832,2989,3035,3032,1372,3073,1519,1562,1570,0,3105,1674,1717,0,1752,0,0,0,0,1836,1872,0,0,0,0,0,0,0,0,0,0,0,1447,3181,3173,1925,3168,2115,2166,0,2313,2356,0,0,0,0,2511,0,0,0,0,0,0,0,0,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,3124,3065,2668,2909,2960,0,3150,0,0,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716,3652,3944,0,4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,6188,0,0,0,0,0,0,792,0,462,462,1980,252,1590,1470,2520,126,1176,1092,2484,2388,2352,2016,798,2304,2184,2324,2100,2372,2360,1008,525,1995,1890,2568,2577,2562,1330,2583,1442,1469,1472,252,1611,2703,2673,1708,2658,1826,1850,378,1941,1962,434,455,461,0,1275,2693,2645,2127,2242,2260,560,2351,637,664,670,0,2439,720,747,0,768,0,0,0,0,2535,2557,2657,819,2739,923,956,0,1033,1060,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,2310,2950,3017,1182,1319,1352,0,1456,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,1682,1852,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,2352,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
